Name,Year,Age Rating,Duration,Category, 
Army of the Dead,2021,18+,2h 28m,Action & Adventure,
Incantation,2022,18+,1h 51m,Horror Movies,
The Silence,2019,16+,1h 30m,Horror Movies,
Texas Chainsaw Massacre,2022,18+,1h 23m,Horror Movies,
The Hunt,2020,18+,1h 30m,Action & Adventure,
Split,2016,16+,1h 57m,Horror Movies,
The Babysitter,2017,18+,1h 25m,Horror Movies,
The Grudge,2020,18+,1h 33m,Horror Movies,
Insidious: The Last Key,2018,16+,1h 43m,Horror Movies,
Zombieland: Double Tap,2019,18+,1h 39m,Horror Movies,
Game Over (Hindi Version),2019,18+,1h 37m,Horror Movies,
Dabbe 5: Curse of the Jinn,2014,18+,2h 12m,Horror Movies,
Death Note,2017,18+,1h 40m,Horror Movies,
Fear Street Part 1: 1994,2021,18+,1h 47m,Horror Movies,
Veronica,2017,16+,1h 45m,Horror Movies,
The Possession of Hannah Grace,2018,18+,1h 25m,Horror Movies,
Spell,2020,18+,1h 32m,Horror Movies,
Ammar,2020,16+,1h 23m,Horror Movies,
Choose or Die,2022,18+,1h 25m,Horror Movies,
Kaali Khuhi,2020,16+,1h 30m,Horror Movies,
Case 39,2009,16+,1h 50m,Horror Movies,
Kaal,2005,16+,2h 5m,Horror Movies,
Fear Street Part 2: 1978,2021,18+,1h 50m,Horror Movies,
The Babysitter: Killer Queen,2020,18+,1h 42m,Horror Movies,
There's Someone Inside Your House,2021,18+,1h 36m,Horror Movies,
Ragini MMS 2,2014,18+,1h 52m,Horror Movies,
In the Tall Grass,2019,18+,1h 41m,Horror Movies,
Boomika (Hindi),2021,16+,2h 2m,Horror Movies,
The Strange House,2020,13+,1h 39m,Horror Movies,
Within,2016,18+,1h 27m,Horror Movies,
The Influence,2019,16+,1h 42m,Horror Movies,
Cam,2018,18+,1h 34m,Horror Movies,
Fear Street Part 3: 1666,2021,18+,1h 54m,Horror Movies,
The Privilege,2022,18+,1h 47m,Horror Movies,
The Unholy,2021,16+,1h 39m,Horror Movies,
Eli,2019,16+,1h 38m,Horror Movies,
The Invisible Man,2020,18+,2h 4m,Horror Movies,
The 8th Night,2021,16+,1h 55m,Horror Movies,
Munafik 2,2018,16+,1h 44m,Horror Movies,
Gerald's Game,2017,18+,1h 43m,Horror Movies,
Slender Man,2018,13+,1h 33m,Horror Movies,
Sabrina,2018,18+,1h 53m,Horror Movies,
The Ritual,2018,18+,1h 34m,Horror Movies,
Hereditary,2018,18+,2h 7m,Horror Movies,
Nobody Sleeps in the Woods Tonight,2020,18+,1h 43m,Horror Movies,
A Classic Horror Story,2021,18+,1h 35m,Horror Movies,
Ghost Stories,2020,16+,2h 24m,Horror Movies,
The Rite,2011,16+,1h 53m,Horror Movies,
Krishna Cottage,2004,16+,2h 3m,Horror Movies,
Kingdom: Ashin of the North,2021,18+,1h 33m,Horror Movies,
May the Devil Take You,2018,18+,1h 50m,Horror Movies,
Cargo,2018,18+,1h 44m,Horror Movies,
Kuntilanak,2018,13+,1h 45m,Horror Movies,
GANTZ:O,2016,18+,1h 35m,Action & Adventure,
Inhuman Kiss,2019,18+,2h 1m,Horror Movies,
The Host,2006,16+,1h 59m,Action & Adventure,
The 3rd Eye,2018,18+,1h 47m,Horror Movies,
Eerie,2019,16+,1h 40m,Horror Movies,
Errementari: The Blacksmith and the Devil,2018,16+,1h 39m,Horror Movies,
Nobody Sleeps in the Woods Tonight 2,2021,18+,1h 37m,Horror Movies,
Hantu Kak Limah,2018,13+,1h 50m,Horror Movies,
Hospital,2020,18+,1h 29m,Horror Movies,
Mark of the Devil,2020,18+,1h 20m,Horror Movies,
Girls With Balls,2019,18+,1h 17m,Horror Movies,
Izla,2021,16+,1h 25m,Horror Movies,
The Maid,2020,18+,1h 42m,Horror Movies,
Living in Bondage: Breaking Free,2019,16+,2h 29m,Horror Movies,
Cadaver,2020,16+,1h 26m,Horror Movies,
The Trip,2021,18+,1h 54m,Horror Movies,
Don't Kill Me,2022,18+,1h 30m,Horror Movies,
The Maus,2017,18+,1h 30m,Horror Movies,
Annihilation,2018,16+,1h 55m,Horror Movies,
House of Wax,2005,18+,1h 52m,Horror Movies,
Things Heard & Seen,2021,16+,2h 1m,Horror Movies,
The Perfection,2019,18+,1h 30m,Horror Movies,
Wounds,2019,18+,1h 35m,Horror Movies,
Interview with the Vampire,1994,16+,2h 2m,Horror Movies,
Vampires vs. the Bronx,2020,13+,1h 25m,Horror Movies,
Pizza,2014,16+,1h 42m,Horror Movies,
The Craft: Legacy,2020,18+,1h 34m,Horror Movies,
The Amityville Horror,2005,18+,1h 29m,Horror Movies,
His House,2020,16+,1h 33m,Horror Movies,
Saint Maud,2021,18+,1h 24m,Horror Movies,
He Never Died,2015,18+,1h 37m,Horror Movies,
Creep,2014,13+,1h 17m,Horror Movies,
The Bar,2017,18+,1h 42m,Horror Movies,
The Swarm,2021,16+,1h 41m,Horror Movies,
Creep 2,2017,16+,1h 20m,Horror Movies,
The Block Island Sound,2020,16+,1h 39m,Horror Movies,
Little Evil,2017,16+,1h 34m,Horror Movies,
Secrets in the Hot Spring,2018,13+,1h 48m,Horror Movies,
The Mansion,2017,18+,1h 40m,Horror Movies,
The Cleanse,2018,16+,1h 20m,Horror Movies,
Grandmother's Farm,2014,13+,1h 10m,Horror Movies,
Yoga Hosers,2016,13+,1h 27m,Horror Movies,
Grandmother's Farm Part 2,2015,13+,1h 20m,Horror Movies,
Target,2018,16+,1h 30m,Horror Movies,
Game Over (Tamil Version),2019,18+,1h 37m,Horror Movies,
Clinical,2017,18+,1h 44m,Horror Movies,
Game Over (Telugu Version),2019,18+,1h 37m,Horror Movies,
The Lodge,2019,18+,1h 48m,Horror Movies,
HOMUNCULUS,2021,18+,1h 56m,Horror Movies,
The Blue Elephant 2,2019,18+,2h 10m,Horror Movies,
Dark Forces,2020,18+,1h 21m,Horror Movies,
I Am the Pretty Thing That Lives in the House,2016,16+,1h 29m,Horror Movies,
Animas,2018,16+,1h 27m,Horror Movies,
Roommate,2013,16+,1h 50m,Horror Movies,
Hostel,2005,18+,1h 33m,Horror Movies,
Day of the Dead: Bloodline,2018,18+,1h 30m,Horror Movies,
The Day of the Lord,2020,18+,1h 33m,Horror Movies,
122,2019,18+,1h 35m,Horror Movies,
I Know What You Did Last Summer,1997,16+,1h 40m,Horror Movies,
Killer Under the Bed,2018,13+,1h 28m,Horror Movies,
Anatomy,2000,18+,1h 39m,Horror Movies,
Agyaat,2009,16+,1h 36m,Horror Movies,
BLACKPINK: Light Up the Sky,2020,13+,1h 19m,Music,
The Tinder Swindler,2022,16+,1h 54m,Documentary Films,
Surviving Paradise: A Family Tale,2022,7+,1h 19m,Nature & Ecology Documentaries,
The Speed Cubers,2020,7+,40m,Documentary Films,
Running with the Devil: The Wild World of John McAfee,2022,18+,1h 45m,Documentary Films,
My Octopus Teacher,2020,7+,1h 25m,African Movies,
Return to Space,2022,16+,2h 8m,Science & Nature Docs,
You Can Do It Dear!,2022,7+,2h 9m,Documentary Films,
Girl in the Picture,2022,18+,1h 42m,Documentary Films,
Halftime,2022,16+,1h 36m,Music,
Bank Robbers: The Last Great Heist,2022,13+,1h 50m,Courtroom Movies,
My Daughter’s Killer,2022,16+,1h 24m,Documentary Films,
Never Stop Dreaming: The Life and Legacy of Shimon Peres,2022,16+,2h 9m,Documentary Films,
Gladbeck: The Hostage Crisis,2022,16+,1h 31m,Documentary Films,
100 Days with Tata,2021,13+,1h 23m,Documentary Films,
Sleepless Nights,2012,13+,2h 8m,Documentary Films,
Home2Home,2020,13+,1h 50m,Food & Travel TV,
Stay on Board: The Leo Baker Story,2022,16+,1h 13m,Sports Movies,
Plastic Island,2021,13+,1h 37m,Nature & Ecology Documentaries,
"Can't Stop, Won't Stop: A Bad Boy Story",2017,16+,1h 20m,Hip-Hop,
"From Meir, to Meir",2021,16+,1h 2m,Documentary Films,
The Art of Incarceration,2021,13+,1h 18m,Documentary Films,
"Sing, Dance, Act: Kabuki featuring Toma Ikuta",2022,7+,1h 27m,Documentary Films,
Downfall: The Case Against Boeing,2022,16+,1h 30m,Science & Nature Docs,
Puff: Wonders of the Reef,2021,7+,1h 2m,Nature & Ecology Documentaries,
The Mystery of Marilyn Monroe: The Unheard Tapes,2022,16+,1h 41m,Documentary Films,
Trust No One: The Hunt for the Crypto King,2022,16+,1h 30m,Science & Nature Docs,
Money Heist: The Phenomenon,2020,16+,57m,,
Wild City - Forest Life,2019,7+,44m,Science & Nature TV,
Wild City: Secret World,2019,7+,44m,Science & Nature TV,
American Murder: The Family Next Door,2020,16+,1h 23m,Documentary Films,
"Bikram: Yogi, Guru, Predator",2019,16+,1h 26m,Documentary Films,
Cyber Hell: Exposing an Internet Horror,2022,18+,1h 45m,Documentary Films,
Our Father,2022,16+,1h 37m,Documentary Films,
Icarus,2017,16+,2h 1m,Sports Movies,
Abducted in Plain Sight,2017,16+,1h 30m,Documentary Films,
Shiny_Flakes: The Teenage Drug Lord,2021,16+,1h 37m,Documentary Films,
Hot Girls Wanted,2015,18+,1h 22m,Documentary Films,
Dancing with the Birds,2019,7+,51m,Nature & Ecology Documentaries,
David Attenborough: A Life on Our Planet,2020,13+,1h 23m,Nature & Ecology Documentaries,
Becoming,2020,13+,1h 29m,Documentary Films,
The Great Hack,2019,16+,1h 54m,Documentary Films,
HOMECOMING: A film by Beyoncé,2019,18+,2h 17m,Hip-Hop,
Pelé,2021,13+,1h 48m,Sports Movies,
FYRE: The Greatest Party That Never Happened,2019,16+,1h 37m,Documentary Films,
Winter on Fire: Ukraine's Fight for Freedom,2015,18+,1h 38m,Documentary Films,
Diego Maradona,2019,18+,2h 4m,Sports Movies,
The Legend of Cocaine Island,2019,16+,1h 27m,Documentary Films,
ReMastered: Who Shot the Sheriff,2018,18+,57m,Music,
The Short Game,2013,13+,1h 40m,Family Movies,
Coded Bias,2020,13+,1h 25m,Science & Nature Docs,
Chasing Coral,2017,7+,1h 29m,Nature & Ecology Documentaries,
Three Songs for Benazir,2022,13+,22m,Documentary Films,
Athlete A,2020,18+,1h 44m,Sports Movies,
Tell Me Who I Am,2019,16+,1h 25m,Documentary Films,
The Last Days,1998,16+,1h 27m,Historical Documentaries,
Into the Inferno,2016,7+,1h 47m,Science & Nature Docs,
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,16+,1h 33m,Documentary Films,
Amanda Knox,2016,16+,1h 32m,Courtroom Movies,
Period. End of Sentence.,2018,7+,26m,Documentary Films,
The Last Forest,2021,13+,1h 16m,Documentary Films,
Misha and the Wolves,2021,13+,1h 29m,Documentary Films,
ReMastered: Devil at the Crossroads,2019,13+,48m,Music,
Secrets of the Saqqara Tomb,2020,13+,1h 54m,Science & Nature Docs,
Hitler - A Career,1977,13+,2h 30m,Military Documentaries,
Salam - The First ****** Nobel Laureate,2018,7+,1h 15m,Documentary Films,
Blood Brothers: Malcolm X & Muhammad Ali,2021,16+,1h 36m,Sports Movies,
#AnneFrank - Parallel Stories,2019,13+,1h 34m,Historical Documentaries,
Grass Is Greener,2019,18+,1h 37m,Hip-Hop,
Cuba and the Cameraman,2017,13+,1h 54m,Documentary Films,
Perú: Tesoro escondido,2017,13+,1h 16m,Documentary Films,
Rubaru Roshni,2019,13+,1h 48m,Documentary Films,
Struggle: The Life and Lost Art of Szukalski,2018,18+,1h 45m,Historical Documentaries,
Memories of a Murderer: The Nilsen Tapes,2021,16+,1h 25m,Documentary Films,
Nightmare of the Wolf Bestiary,2021,18+,11m,Anime Movies,
Making The Witcher: Season 2,2021,13+,37m,Documentary Films,
The Phantom,2021,16+,1h 21m,Documentary Films,
Miss Americana,2020,13+,1h 25m,Music,
Tony Robbins: I Am Not Your Guru,2016,16+,1h 56m,Documentary Films,
Ronnie Coleman: The King,2018,13+,1h 33m,Documentary Films,
Travis Scott: Look Mom I Can Fly,2019,18+,1h 25m,Hip-Hop,
The Minimalists: Less Is Now,2021,13+,53m,Documentary Films,
Shania Twain: Not Just a Girl,2022,13+,1h 28m,Music,
Untold: Breaking Point,2021,16+,1h 19m,Sports Movies,
"ariana grande: excuse me, i love you",2020,16+,1h 37m,Concerts,
Untold: Caitlyn Jenner,2021,16+,1h 10m,Sports Movies,
Brené Brown: The Call to Courage,2019,13+,1h 16m,Documentary Films,
Kiss the Ground,2020,7+,1h 24m,Nature & Ecology Documentaries,
Bethany Hamilton: Unstoppable,2019,7+,1h 40m,Kids & Family Movies,
Generation Iron 3,2018,13+,1h 35m,Documentary Films,
Our Planet - Behind The Scenes,2019,7+,1h 3m,Science & Nature TV,
Saudi Arabia Uncovered,2016,16+,51m,Documentary Films,
Black Holes | The Edge of All We Know,2021,13+,1h 39m,Science & Nature Docs,
What the Health,2017,13+,1h 32m,Food & Travel TV,
Seaspiracy,2021,18+,1h 30m,Nature & Ecology Documentaries,
The Game Changers,2018,13+,1h 25m,Food & Travel TV,
Untold: Malice at the Palace,2021,16+,1h 9m,Sports Movies,
Tony Parker: The Final Shot,2020,13+,1h 38m,Sports Movies,
Antoine Griezmann: The Making of a Legend,2019,13+,1h,Sports Movies,
Ladies First,2018,7+,39m,Sports Movies,
Hold Your Breath: The Ice Dive,2022,13+,40m,Sports Movies,
Counterpunch,2017,16+,1h 31m,Sports Movies,
Anelka: Misunderstood,2020,13+,1h 34m,Sports Movies,
Biking Borders,2019,13+,1h 30m,Food & Travel TV,
A Life of Speed: The Juan Manuel Fangio Story,2020,7+,1h 32m,Sports Movies,
"Lorena, Light-Footed Woman",2019,All,28m,Sports Movies,
Not a Game,2020,13+,1h 37m,Sports Movies,
Little Miss Sumo,2018,7+,19m,Sports Movies,
Lift Like a Girl,2021,7+,1h 32m,Sports Movies,
Guillermo Vilas: Settling the Score,2020,13+,1h 34m,Sports Movies,
El límite infinito,2020,7+,47m,Sports Movies,
Untold: Deal With the Devil,2021,18+,1h 17m,Sports Movies,
Eddie - Strongman,2015,18+,1h 38m,Sports Movies,
One in a Billion,2016,13+,1h 9m,Sports Movies,
Limitless,2017,7+,59m,Documentary Films,
Heroes,2020,13+,1h 51m,Sports Movies,
Zion,2018,7+,11m,Sports Movies,
Rising Phoenix,2020,13+,1h 46m,Sports Movies,
The Battered Bastards of Baseball,2014,13+,1h 20m,Sports Movies,
Sisters on Track,2021,7+,1h 36m,Sports Movies,
#Rucker50,2016,13+,56m,Sports Movies,
Team Foxcatcher,2016,13+,1h 31m,Sports Movies,
Late Life: The Chien-Ming Wang Story,2018,13+,1h 37m,Sports Movies,
El Camino: A Breaking Bad Movie,2019,16+,2h 2m,Dramas,
Gangubai Kathiawadi,2022,16+,2h 33m,Dramas,
Enola Holmes,2020,13+,2h 4m,Action & Adventure,
Taare Zameen Par,2007,13+,2h 42m,Dramas,
Kabhi Khushi Kabhie Gham,2001,13+,3h 29m,Dramas,
Hum Aapke Hain Koun,1994,13+,3h 13m,Classic Movies,
Major (Hindi),2022,16+,2h 25m,Action & Adventure,
Sanju,2018,18+,2h 38m,Movies Based on Real Life,
Jodhaa Akbar,2008,16+,3h 33m,Action & Adventure,
Gangs of Wasseypur: Part 1,2012,18+,2h 40m,Action & Adventure,
Lagaan,2001,13+,3h 43m,Dramas,
Baahubali: The Beginning (Hindi Version),2015,16+,2h 38m,Action & Adventure,
Baahubali 2: The Conclusion (Hindi Version),2017,18+,2h 45m,Action & Adventure,
Gangs of Wasseypur: Part 2,2012,18+,2h 37m,Action & Adventure,
A Beautiful Mind,2001,16+,2h 16m,Movies Based on Real Life,
Saving Private Ryan,1998,18+,2h 50m,Action & Adventure,
Pad Man,2018,13+,2h 10m,Movies Based on Real Life,
Manto,2018,16+,1h 53m,Movies Based on Real Life,
Raat Akeli Hai,2020,18+,2h 29m,Dramas,
The Sea Beast,2022,7+,1h 59m,US Movies,
How to Train Your Dragon,2010,7+,1h 40m,US Movies,
Howl’s Moving Castle,2004,7+,1h 59m,Movies Based on Books,
Over the Moon,2020,7+,1h 40m,Musicals,
Rise of the Guardians,2012,7+,1h 39m,US Movies,
My Neighbor Totoro,1988,All,1h 27m,Family Movies,
Spirited Away,2001,13+,2h 5m,Family Movies,
Arrietty,2010,7+,1h 34m,Movies Based on Books,
Ponyo,2008,7+,1h 41m,Family Movies,
Kiki’s Delivery Service,1989,7+,1h 43m,Movies Based on Books,
Little Women,2019,13+,2h 14m,Family Movies,
When Marnie Was There,2014,7+,1h 43m,Family Movies,
Whisper of the Heart,1995,7+,1h 51m,Family Movies,
Castle in the Sky,1986,7+,2h 4m,Family Movies,
Little Women,1994,7+,1h 58m,Dramas,
The Cat Returns,2002,7+,1h 15m,Family Movies,
Princess Mononoke,1997,13+,2h 14m,Action & Adventure,
The Boy Who Harnessed the Wind,2019,13+,1h 53m,Movies Based on Real Life,
The Little Prince,2015,7+,1h 46m,Family Movies,
Jingle Jangle: A Christmas Journey,2020,7+,1h 59m,Family Movies,
Only Yesterday,1991,7+,1h 59m,Family Movies,
Dhh,2017,7+,2h 6m,Family Movies,
Pride & Prejudice,2005,13+,2h 6m,Dramas,
Fight Club,1999,18+,2h 19m,Dramas,
The Social Network,2010,18+,2h,Movies Based on Real Life,
Schindler's List,1993,18+,3h 15m,Movies Based on Real Life,
Zodiac,2007,16+,2h 37m,Movies Based on Real Life,
The Irishman,2019,16+,3h 29m,Dramas,
The Curious Case of Benjamin Button,2008,16+,2h 46m,Dramas,
Eyes Wide Shut,1999,18+,2h 39m,Classic Movies,
No Country for Old Men,2007,18+,2h 2m,Dramas,
Apollo 13,1995,13+,2h 19m,Action & Adventure,
Moneyball,2011,13+,2h 13m,Movies Based on Real Life,
Donnie Brasco,1997,18+,2h 6m,Movies Based on Real Life,
22-Jul,2018,18+,2h 24m,Movies Based on Real Life,
Saladin,1963,18+,3h 14m,Action & Adventure,
Munich,2005,18+,2h 44m,Movies Based on Real Life,
Mystic River,2003,16+,2h 17m,Dramas,
Beasts of No Nation,2015,18+,2h 17m,Dramas,
Black Friday,2004,18+,2h 41m,Movies Based on Real Life,
The Breadwinner,2017,13+,1h 33m,Family Movies,
The Rainmaker,1997,16+,2h 15m,Dramas,
Sense and Sensibility,1995,7+,2h 16m,Dramas,
Brokeback Mountain,2005,18+,2h 14m,Dramas,
I'm Thinking of Ending Things,2020,16+,2h 14m,Dramas,
1922,2017,18+,1h 42m,Dramas,
Visaranai,2015,18+,1h 55m,Tamil-Language Movies,
The Lost Daughter,2021,18+,2h 2m,Dramas,
The Power of the Dog,2021,16+,2h 8m,Dramas,
Major (Telugu),2022,16+,2h 25m,Action & Adventure,
Never Rarely Sometimes Always,2020,16+,1h 41m,Dramas,
T2 Trainspotting,2017,18+,1h 57m,Dramas,
Honey Boy,2019,18+,1h 34m,Dramas,
Inglourious Basterds,2009,18+,2h 32m,Action & Adventure,
Scarface,1983,18+,2h 49m,Classic Movies,
Collateral,2004,18+,2h,Dramas,
American Gangster,2007,18+,2h 36m,Movies Based on Real Life,
The Harder They Fall,2021,16+,2h 19m,Action & Adventure,
The Guns of Navarone,1961,16+,2h 36m,Action & Adventure,
Minority Report,2002,18+,2h 25m,Action & Adventure,
Wake Up Sid,2009,13+,2h 12m,Bollywood Movies,
To All the Boys I’ve Loved Before,2018,13+,1h 40m,Comedies,
Jaane Tu... Ya Jaane Na,2008,13+,2h 26m,Bollywood Movies,
Super Deluxe,2019,18+,2h 55m,Tamil-Language Movies,
Pagglait,2021,13+,1h 54m,Dramas,
Dostana,2008,13+,2h 21m,Dramas,
Emma.,2020,13+,2h 4m,Comedies,
Nausicaä of the Valley of the Wind,1984,7+,1h 57m,Family Movies,
Modest Heroes: Ponoc Short Films Theatre,2018,7+,53m,Family Movies,
Fantastic Fungi,2019,13+,1h 20m,Science & Nature Docs,
Metallica: Some Kind of Monster,2004,16+,1 Season,Music,
Paan Singh Tomar,2010,16+,2h 8m,Action & Adventure,
Star Trek Beyond,2016,18+,2h 3m,Action & Adventure,
Udta Punjab,2016,18+,2h 25m,Dramas,
Mary Kom,2014,13+,1h 59m,Movies Based on Real Life,
Raman Raghav 2.0,2016,18+,2h 13m,Bollywood Movies,
Apaharan,2005,16+,2h 41m,Dramas,
Uncut Gems,2019,18+,2h 15m,Dramas,
In the Line of Fire,1993,16+,2h 8m,Action & Adventure,
Wheelman,2017,18+,1h 22m,Action & Adventure,
Dil Se,1998,16+,2h 45m,Dramas,
Gravity,2013,13+,1h 30m,Dramas,
The Game,1997,18+,2h 8m,Mysteries,
Harriet,2019,16+,2h 5m,Movies Based on Real Life,
Oxygen,2021,13+,1h 41m,Dramas,
Searching,2018,13+,1h 42m,Dramas,
I Am Mother,2019,13+,1h 53m,Sci-Fi Movies,
I Care a Lot,2021,18+,1h 59m,Comedies,
Coming from Insanity,2019,16+,1h 37m,Movies Based on Real Life,
Paprika,2006,16+,1h 30m,Action & Adventure,
Omar,2013,16+,1h 38m,Dramas,
Elisa & Marcela,2019,18+,1h 58m,Movies Based on Real Life,
Erin Brockovich,2000,16+,2h 11m,Movies Based on Real Life,
Is Love Enough? Sir,2018,13+,1h 38m,Dramas,
Guilty,2015,18+,2h 12m,Movies Based on Real Life,
To the Bone,2017,16+,1h 47m,Dramas,
Always Be My Maybe,2019,13+,1h 42m,Comedies,
A Beautiful Day in the Neighborhood,2019,13+,1h 48m,Movies Based on Real Life,
Mom,2017,16+,2h 18m,Dramas,
The Legend of Bhagat Singh,2002,16+,2h 35m,Movies Based on Real Life,
Article 15,2019,16+,2h 5m,Dramas,
We Are Family,2010,13+,1h 58m,Dramas,
Ajeeb Daastaans,2021,18+,2h 22m,Dramas,
